from_domain,from_table,from_column,to_domain,to_table,to_column,business_label
Operazioni sul campo,activity_approval,operator_activity_id,Operazioni sul campo,operator_activity,id,activity_approval.operator_activity_id collega a operator_activity (operator_activity)
Operazioni sul campo,activity_approval,reviewer_user_id,Accessi e permessi,application_users,id,activity_approval.reviewer_user_id collega a application_users (reviewer_user)
Utenze e anagrafiche,ana_audit_log,changed_by_user_id,Accessi e permessi,application_users,id,ana_audit_log.changed_by_user_id collega a application_users (changed_by_user)
Utenze e anagrafiche,ana_audit_log,subject_id,Utenze e anagrafiche,ana_subjects,id,ana_audit_log.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,ana_companies,subject_id,Utenze e anagrafiche,ana_subjects,id,ana_companies.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,ana_documents,subject_id,Utenze e anagrafiche,ana_subjects,id,ana_documents.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,ana_import_job_items,job_id,Utenze e anagrafiche,ana_import_jobs,id,ana_import_job_items.job_id collega a ana_import_jobs (job)
Utenze e anagrafiche,ana_import_job_items,subject_id,Utenze e anagrafiche,ana_subjects,id,ana_import_job_items.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,ana_import_jobs,requested_by_user_id,Accessi e permessi,application_users,id,ana_import_jobs.requested_by_user_id collega a application_users (requested_by_user)
Utenze e anagrafiche,ana_payment_notices,subject_id,Utenze e anagrafiche,ana_subjects,id,ana_payment_notices.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,ana_person_snapshots,subject_id,Utenze e anagrafiche,ana_subjects,id,ana_person_snapshots.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,ana_persons,subject_id,Utenze e anagrafiche,ana_subjects,id,ana_persons.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,ana_xlsx_import_batches,requested_by_user_id,Accessi e permessi,application_users,id,ana_xlsx_import_batches.requested_by_user_id collega a application_users (requested_by_user)
Utenze e anagrafiche,anpr_check_log,subject_id,Utenze e anagrafiche,ana_subjects,id,anpr_check_log.subject_id collega a ana_subjects (subject)
Utenze e anagrafiche,anpr_sync_config,updated_by_user_id,Accessi e permessi,application_users,id,anpr_sync_config.updated_by_user_id collega a application_users (updated_by_user)
Operazioni sul campo,attachment,uploaded_by_user_id,Accessi e permessi,application_users,id,attachment.uploaded_by_user_id collega a application_users (uploaded_by_user)
Utenze e anagrafiche,bonifica_user_staging,matched_subject_id,Utenze e anagrafiche,ana_subjects,id,bonifica_user_staging.matched_subject_id collega a ana_subjects (matched_subject)
Utenze e anagrafiche,bonifica_user_staging,reviewed_by,Accessi e permessi,application_users,id,bonifica_user_staging.reviewed_by collega a application_users (reviewed_by)
Catasto e GIS catastale,capacitas_anagrafica_history_import_jobs,credential_id,Catasto e GIS catastale,capacitas_credentials,id,capacitas_anagrafica_history_import_jobs.credential_id collega a capacitas_credentials (credential)
Catasto e GIS catastale,capacitas_anagrafica_history_import_jobs,requested_by_user_id,Accessi e permessi,application_users,id,capacitas_anagrafica_history_import_jobs.requested_by_user_id collega a application_users (requested_by_user)
Catasto e GIS catastale,capacitas_incass_sync_jobs,credential_id,Catasto e GIS catastale,capacitas_credentials,id,capacitas_incass_sync_jobs.credential_id collega a capacitas_credentials (credential)
Catasto e GIS catastale,capacitas_incass_sync_jobs,requested_by_user_id,Accessi e permessi,application_users,id,capacitas_incass_sync_jobs.requested_by_user_id collega a application_users (requested_by_user)
Catasto e GIS catastale,capacitas_particelle_sync_jobs,credential_id,Catasto e GIS catastale,capacitas_credentials,id,capacitas_particelle_sync_jobs.credential_id collega a capacitas_credentials (credential)
Catasto e GIS catastale,capacitas_particelle_sync_jobs,requested_by_user_id,Accessi e permessi,application_users,id,capacitas_particelle_sync_jobs.requested_by_user_id collega a application_users (requested_by_user)
Catasto e GIS catastale,capacitas_terreni_sync_jobs,credential_id,Catasto e GIS catastale,capacitas_credentials,id,capacitas_terreni_sync_jobs.credential_id collega a capacitas_credentials (credential)
Catasto e GIS catastale,capacitas_terreni_sync_jobs,requested_by_user_id,Accessi e permessi,application_users,id,capacitas_terreni_sync_jobs.requested_by_user_id collega a application_users (requested_by_user)
Catasto e GIS catastale,cat_ade_alignment_audit_changes,audit_run_id,Catasto e GIS catastale,cat_ade_alignment_audit_runs,id,cat_ade_alignment_audit_changes.audit_run_id collega a cat_ade_alignment_audit_runs (audit_run)
Catasto e GIS catastale,cat_ade_alignment_audit_changes,comune_id,Catasto e GIS catastale,cat_comuni,id,cat_ade_alignment_audit_changes.comune_id collega a cat_comuni (comune)
Catasto e GIS catastale,cat_ade_alignment_audit_changes,particella_id,Catasto e GIS catastale,cat_particelle,id,cat_ade_alignment_audit_changes.particella_id collega a cat_particelle (particella)
Catasto e GIS catastale,cat_ade_alignment_audit_runs,ade_run_id,Catasto e GIS catastale,cat_ade_sync_runs,id,cat_ade_alignment_audit_runs.ade_run_id collega a cat_ade_sync_runs (ade_run)
Catasto e GIS catastale,cat_ade_alignment_audit_runs,triggered_by_user_id,Accessi e permessi,application_users,id,cat_ade_alignment_audit_runs.triggered_by_user_id collega a application_users (triggered_by_user)
Catasto e GIS catastale,cat_ade_particelle,source_run_id,Catasto e GIS catastale,cat_ade_sync_runs,id,cat_ade_particelle.source_run_id collega a cat_ade_sync_runs (source_run)
Catasto e GIS catastale,cat_ade_sync_runs,created_by,Accessi e permessi,application_users,id,cat_ade_sync_runs.created_by collega a application_users (created_by)
Catasto e GIS catastale,cat_aliquote,schema_id,Catasto e GIS catastale,cat_schemi_contributo,id,cat_aliquote.schema_id collega a cat_schemi_contributo (schema)
Catasto e GIS catastale,cat_anomalie,assigned_to,Accessi e permessi,application_users,id,cat_anomalie.assigned_to collega a application_users (assigned_to)
Catasto e GIS catastale,cat_anomalie,particella_id,Catasto e GIS catastale,cat_particelle,id,cat_anomalie.particella_id collega a cat_particelle (particella)
Catasto e GIS catastale,cat_anomalie,utenza_id,Catasto e GIS catastale,cat_utenze_irrigue,id,cat_anomalie.utenza_id collega a cat_utenze_irrigue (utenza)
Catasto e GIS catastale,cat_capacitas_grid_rows,occupancy_id,Catasto e GIS catastale,cat_consorzio_occupancies,id,cat_capacitas_grid_rows.occupancy_id collega a cat_consorzio_occupancies (occupancy)
Catasto e GIS catastale,cat_capacitas_grid_rows,snapshot_id,Catasto e GIS catastale,cat_capacitas_grid_snapshots,id,cat_capacitas_grid_rows.snapshot_id collega a cat_capacitas_grid_snapshots (snapshot)
Catasto e GIS catastale,cat_capacitas_grid_rows,unit_id,Catasto e GIS catastale,cat_consorzio_units,id,cat_capacitas_grid_rows.unit_id collega a cat_consorzio_units (unit)
Catasto e GIS catastale,cat_capacitas_intestatari,certificato_id,Catasto e GIS catastale,cat_capacitas_certificati,id,cat_capacitas_intestatari.certificato_id collega a cat_capacitas_certificati (certificato)
Catasto e GIS catastale,cat_capacitas_intestatari,subject_id,Utenze e anagrafiche,ana_subjects,id,cat_capacitas_intestatari.subject_id collega a ana_subjects (subject)
Catasto e GIS catastale,cat_capacitas_terreni_rows,unit_id,Catasto e GIS catastale,cat_consorzio_units,id,cat_capacitas_terreni_rows.unit_id collega a cat_consorzio_units (unit)
Catasto e GIS catastale,cat_capacitas_terreno_details,terreno_row_id,Catasto e GIS catastale,cat_capacitas_terreni_rows,id,cat_capacitas_terreno_details.terreno_row_id collega a cat_capacitas_terreni_rows (terreno_row)
Catasto e GIS catastale,cat_consorzio_occupancies,segment_id,Catasto e GIS catastale,cat_consorzio_unit_segments,id,cat_consorzio_occupancies.segment_id collega a cat_consorzio_unit_segments (segment)
Catasto e GIS catastale,cat_consorzio_occupancies,subject_id,Utenze e anagrafiche,ana_subjects,id,cat_consorzio_occupancies.subject_id collega a ana_subjects (subject)
Catasto e GIS catastale,cat_consorzio_occupancies,unit_id,Catasto e GIS catastale,cat_consorzio_units,id,cat_consorzio_occupancies.unit_id collega a cat_consorzio_units (unit)
Catasto e GIS catastale,cat_consorzio_occupancies,utenza_id,Catasto e GIS catastale,cat_utenze_irrigue,id,cat_consorzio_occupancies.utenza_id collega a cat_utenze_irrigue (utenza)
Catasto e GIS catastale,cat_consorzio_unit_segments,unit_id,Catasto e GIS catastale,cat_consorzio_units,id,cat_consorzio_unit_segments.unit_id collega a cat_consorzio_units (unit)
Catasto e GIS catastale,cat_consorzio_units,comune_id,Catasto e GIS catastale,cat_comuni,id,cat_consorzio_units.comune_id collega a cat_comuni (comune)
Catasto e GIS catastale,cat_consorzio_units,particella_id,Catasto e GIS catastale,cat_particelle,id,cat_consorzio_units.particella_id collega a cat_particelle (particella)
Catasto e GIS catastale,cat_consorzio_units,source_comune_id,Catasto e GIS catastale,cat_comuni,id,cat_consorzio_units.source_comune_id collega a cat_comuni (source_comune)
Catasto e GIS catastale,cat_distretti_geometry_versions,distretto_id,Catasto e GIS catastale,cat_distretti,id,cat_distretti_geometry_versions.distretto_id collega a cat_distretti (distretto)
Catasto e GIS catastale,cat_distretti_geometry_versions,source_batch_id,Catasto e GIS catastale,cat_import_batches,id,cat_distretti_geometry_versions.source_batch_id collega a cat_import_batches (source_batch)
Catasto e GIS catastale,cat_distretto_coefficienti,distretto_id,Catasto e GIS catastale,cat_distretti,id,cat_distretto_coefficienti.distretto_id collega a cat_distretti (distretto)
Catasto e GIS catastale,cat_gis_saved_selection_items,particella_id,Catasto e GIS catastale,cat_particelle,id,cat_gis_saved_selection_items.particella_id collega a cat_particelle (particella)
Catasto e GIS catastale,cat_gis_saved_selection_items,selection_id,Catasto e GIS catastale,cat_gis_saved_selections,id,cat_gis_saved_selection_items.selection_id collega a cat_gis_saved_selections (selection)
Catasto e GIS catastale,cat_gis_saved_selections,created_by,Accessi e permessi,application_users,id,cat_gis_saved_selections.created_by collega a application_users (created_by)
Catasto e GIS catastale,cat_import_batches,created_by,Accessi e permessi,application_users,id,cat_import_batches.created_by collega a application_users (created_by)
Catasto e GIS catastale,cat_particelle,comune_id,Catasto e GIS catastale,cat_comuni,id,cat_particelle.comune_id collega a cat_comuni (comune)
Catasto e GIS catastale,cat_particelle_gis_flags,particella_id,Catasto e GIS catastale,cat_particelle,id,cat_particelle_gis_flags.particella_id collega a cat_particelle (particella)
Catasto e GIS catastale,cat_particelle_history,comune_id,Catasto e GIS catastale,cat_comuni,id,cat_particelle_history.comune_id collega a cat_comuni (comune)
Catasto e GIS catastale,cat_utenza_intestatari,subject_id,Utenze e anagrafiche,ana_subjects,id,cat_utenza_intestatari.subject_id collega a ana_subjects (subject)
Catasto e GIS catastale,cat_utenza_intestatari,utenza_id,Catasto e GIS catastale,cat_utenze_irrigue,id,cat_utenza_intestatari.utenza_id collega a cat_utenze_irrigue (utenza)
Catasto e GIS catastale,cat_utenze_irrigue,comune_id,Catasto e GIS catastale,cat_comuni,id,cat_utenze_irrigue.comune_id collega a cat_comuni (comune)
Catasto e GIS catastale,cat_utenze_irrigue,import_batch_id,Catasto e GIS catastale,cat_import_batches,id,cat_utenze_irrigue.import_batch_id collega a cat_import_batches (import_batch)
Catasto e GIS catastale,cat_utenze_irrigue,particella_id,Catasto e GIS catastale,cat_particelle,id,cat_utenze_irrigue.particella_id collega a cat_particelle (particella)
Catasto e GIS catastale,catasto_batches,credential_id,Catasto e GIS catastale,catasto_credentials,id,catasto_batches.credential_id collega a catasto_credentials (credential)
Catasto e GIS catastale,catasto_batches,user_id,Accessi e permessi,application_users,id,catasto_batches.user_id collega a application_users (user)
Catasto e GIS catastale,catasto_captcha_log,request_id,Catasto e GIS catastale,catasto_visure_requests,id,catasto_captcha_log.request_id collega a catasto_visure_requests (request)
Catasto e GIS catastale,catasto_connection_tests,credential_id,Catasto e GIS catastale,catasto_credentials,id,catasto_connection_tests.credential_id collega a catasto_credentials (credential)
Catasto e GIS catastale,catasto_connection_tests,user_id,Accessi e permessi,application_users,id,catasto_connection_tests.user_id collega a application_users (user)
Catasto e GIS catastale,catasto_credentials,user_id,Accessi e permessi,application_users,id,catasto_credentials.user_id collega a application_users (user)
Catasto e GIS catastale,catasto_documents,user_id,Accessi e permessi,application_users,id,catasto_documents.user_id collega a application_users (user)
Catasto e GIS catastale,catasto_elaborazioni_massive_jobs,user_id,Accessi e permessi,application_users,id,catasto_elaborazioni_massive_jobs.user_id collega a application_users (user)
Catasto e GIS catastale,catasto_meter_reading_delivery_point_mappings,created_by,Accessi e permessi,application_users,id,catasto_meter_reading_delivery_point_mappings.created_by collega a application_users (created_by)
Catasto e GIS catastale,catasto_meter_reading_delivery_point_mappings,delivery_point_id,Catasto e GIS catastale,cat_delivery_points,id,catasto_meter_reading_delivery_point_mappings.delivery_point_id collega a cat_delivery_points (delivery_point)
Catasto e GIS catastale,catasto_meter_reading_delivery_point_mappings,updated_by,Accessi e permessi,application_users,id,catasto_meter_reading_delivery_point_mappings.updated_by collega a application_users (updated_by)
Catasto e GIS catastale,catasto_meter_reading_imports,distretto_id,Catasto e GIS catastale,cat_distretti,id,catasto_meter_reading_imports.distretto_id collega a cat_distretti (distretto)
Catasto e GIS catastale,catasto_meter_reading_imports,uploaded_by,Accessi e permessi,application_users,id,catasto_meter_reading_imports.uploaded_by collega a application_users (uploaded_by)
Catasto e GIS catastale,catasto_meter_reading_manual_audits,changed_by,Accessi e permessi,application_users,id,catasto_meter_reading_manual_audits.changed_by collega a application_users (changed_by)
Catasto e GIS catastale,catasto_meter_reading_manual_audits,meter_reading_id,Catasto e GIS catastale,catasto_meter_readings,id,catasto_meter_reading_manual_audits.meter_reading_id collega a catasto_meter_readings (meter_reading)
Catasto e GIS catastale,catasto_meter_readings,delivery_point_id,Catasto e GIS catastale,cat_delivery_points,id,catasto_meter_readings.delivery_point_id collega a cat_delivery_points (delivery_point)
Catasto e GIS catastale,catasto_meter_readings,distretto_id,Catasto e GIS catastale,cat_distretti,id,catasto_meter_readings.distretto_id collega a cat_distretti (distretto)
Catasto e GIS catastale,catasto_meter_readings,import_id,Catasto e GIS catastale,catasto_meter_reading_imports,id,catasto_meter_readings.import_id collega a catasto_meter_reading_imports (import)
Catasto e GIS catastale,catasto_meter_readings,manual_override_updated_by,Accessi e permessi,application_users,id,catasto_meter_readings.manual_override_updated_by collega a application_users (manual_override_updated_by)
Catasto e GIS catastale,catasto_meter_readings,subject_id,Utenze e anagrafiche,ana_subjects,id,catasto_meter_readings.subject_id collega a ana_subjects (subject)
Catasto e GIS catastale,catasto_ruolo_autosync_config,credential_id,Catasto e GIS catastale,catasto_credentials,id,catasto_ruolo_autosync_config.credential_id collega a catasto_credentials (credential)
Catasto e GIS catastale,catasto_ruolo_autosync_config,updated_by_user_id,Accessi e permessi,application_users,id,catasto_ruolo_autosync_config.updated_by_user_id collega a application_users (updated_by_user)
Catasto e GIS catastale,catasto_ruolo_autosync_config,user_id,Accessi e permessi,application_users,id,catasto_ruolo_autosync_config.user_id collega a application_users (user)
Catasto e GIS catastale,catasto_ruolo_autosync_items,linked_batch_id,Catasto e GIS catastale,catasto_batches,id,catasto_ruolo_autosync_items.linked_batch_id collega a catasto_batches (linked_batch)
Catasto e GIS catastale,catasto_ruolo_autosync_items,linked_request_id,Catasto e GIS catastale,catasto_visure_requests,id,catasto_ruolo_autosync_items.linked_request_id collega a catasto_visure_requests (linked_request)
Catasto e GIS catastale,catasto_ruolo_autosync_items,ruolo_particella_id,Ruolo e incassi,ruolo_particelle,id,catasto_ruolo_autosync_items.ruolo_particella_id collega a ruolo_particelle (ruolo_particella)
Catasto e GIS catastale,catasto_ruolo_autosync_items,user_id,Accessi e permessi,application_users,id,catasto_ruolo_autosync_items.user_id collega a application_users (user)
Catasto e GIS catastale,catasto_visure_requests,batch_id,Catasto e GIS catastale,catasto_batches,id,catasto_visure_requests.batch_id collega a catasto_batches (batch)
Catasto e GIS catastale,catasto_visure_requests,document_id,Catasto e GIS catastale,catasto_documents,id,catasto_visure_requests.document_id collega a catasto_documents (document)
Catasto e GIS catastale,catasto_visure_requests,user_id,Accessi e permessi,application_users,id,catasto_visure_requests.user_id collega a application_users (user)
Rete e dispositivi,device_inventory_links,device_id,Rete e dispositivi,network_devices,id,device_inventory_links.device_id collega a network_devices (device)
Rete e dispositivi,device_positions,device_id,Rete e dispositivi,network_devices,id,device_positions.device_id collega a network_devices (device)
Rete e dispositivi,device_positions,floor_plan_id,Rete e dispositivi,floor_plans,id,device_positions.floor_plan_id collega a floor_plans (floor_plan)
Accessi e permessi,effective_permissions,nas_user_id,Accessi e permessi,nas_users,id,effective_permissions.nas_user_id collega a nas_users (nas_user)
Accessi e permessi,effective_permissions,share_id,Sincronizzazioni e audit,shares,id,effective_permissions.share_id collega a shares (share)
Accessi e permessi,effective_permissions,snapshot_id,Sincronizzazioni e audit,snapshots,id,effective_permissions.snapshot_id collega a snapshots (snapshot)
Sincronizzazioni e audit,elaborazione_auto_job_configs,updated_by_user_id,Accessi e permessi,application_users,id,elaborazione_auto_job_configs.updated_by_user_id collega a application_users (updated_by_user)
Operazioni sul campo,field_report,category_id,Operazioni sul campo,field_report_category,id,field_report.category_id collega a field_report_category (category)
Operazioni sul campo,field_report,created_by_user_id,Accessi e permessi,application_users,id,field_report.created_by_user_id collega a application_users (created_by_user)
Operazioni sul campo,field_report,operator_activity_id,Operazioni sul campo,operator_activity,id,field_report.operator_activity_id collega a operator_activity (operator_activity)
Operazioni sul campo,field_report,reporter_user_id,Accessi e permessi,application_users,id,field_report.reporter_user_id collega a application_users (reporter_user)
Operazioni sul campo,field_report,severity_id,Operazioni sul campo,field_report_severity,id,field_report.severity_id collega a field_report_severity (severity)
Operazioni sul campo,field_report,team_id,Operazioni sul campo,team,id,field_report.team_id collega a team (team)
Operazioni sul campo,field_report,updated_by_user_id,Accessi e permessi,application_users,id,field_report.updated_by_user_id collega a application_users (updated_by_user)
Operazioni sul campo,field_report,vehicle_id,Operazioni sul campo,vehicle,id,field_report.vehicle_id collega a vehicle (vehicle)
Operazioni sul campo,field_report_attachment,attachment_id,Operazioni sul campo,attachment,id,field_report_attachment.attachment_id collega a attachment (attachment)
Operazioni sul campo,field_report_attachment,field_report_id,Operazioni sul campo,field_report,id,field_report_attachment.field_report_id collega a field_report (field_report)
Operazioni sul campo,fleet_unresolved_transaction,created_by_user_id,Accessi e permessi,application_users,id,fleet_unresolved_transaction.created_by_user_id collega a application_users (created_by_user)
Operazioni sul campo,fleet_unresolved_transaction,resolved_by_user_id,Accessi e permessi,application_users,id,fleet_unresolved_transaction.resolved_by_user_id collega a application_users (resolved_by_user)
Operazioni sul campo,fleet_unresolved_transaction,resolved_vehicle_id,Operazioni sul campo,vehicle,id,fleet_unresolved_transaction.resolved_vehicle_id collega a vehicle (resolved_vehicle)
Operazioni sul campo,fuel_card,current_wc_operator_id,Operazioni sul campo,wc_operator,id,fuel_card.current_wc_operator_id collega a wc_operator (current_wc_operator)
Operazioni sul campo,fuel_card,ignored_by_user_id,Accessi e permessi,application_users,id,fuel_card.ignored_by_user_id collega a application_users (ignored_by_user)
Operazioni sul campo,fuel_card_assignment_history,changed_by_user_id,Accessi e permessi,application_users,id,fuel_card_assignment_history.changed_by_user_id collega a application_users (changed_by_user)
Operazioni sul campo,fuel_card_assignment_history,fuel_card_id,Operazioni sul campo,fuel_card,id,fuel_card_assignment_history.fuel_card_id collega a fuel_card (fuel_card)
